sample,n_fast,n_slow,fast_mean_excess_60d,slow_mean_excess_60d,fast_win_rate,slow_win_rate
in_sample,195,60,0.036836180044273636,0.00571466683993651,0.6974358974358974,0.6333333333333333
out_of_sample,185,71,0.0542923615718183,0.021197976552369213,0.5675675675675675,0.5352112676056338
