ticker,signal_date,crsi_weekly,crsi_monthly,monthly_confirmed,ret_4w,exc_4w,ret_8w,exc_8w,ret_12w,exc_12w,sample
8869.KL,2007-02-18,93.79199340855803,,False,-0.10106725273493522,-0.037767474738117146,0.29787775432570623,0.2613431279517514,0.4255343769671968,0.3547311951247029,in_sample
8869.KL,2007-04-08,93.66826952600479,,False,0.08196495984568652,0.01590924286111292,0.27048425182506025,0.20703235525972655,0.4720834073111907,0.4130805311777342,in_sample
8869.KL,2007-05-27,95.612831996055,,False,-0.02410242652865057,-0.06330097475352695,0.2034510730446478,0.17113035231308643,-0.2220087513683532,-0.11183616118096232,in_sample
8869.KL,2007-07-08,90.84585068284609,,False,0.08333743079090644,0.11130278543980812,-0.12499685861586061,-0.05227375068842503,-0.1800899983792279,-0.15276518768355665,in_sample
8869.KL,2009-04-26,84.15594063301643,81.08918966319148,True,0.10760080761019943,0.054633066265767104,0.40484577555652573,0.3375330385040698,0.3920744815132799,0.26290895719092244,in_sample
8869.KL,2009-08-16,91.87897022260192,87.62417333738556,True,-0.05456359742766767,-0.0711466206391758,-0.05456359742766767,-0.09263455836797999,-0.04700050814453523,-0.10773741614221208,in_sample
8869.KL,2010-10-31,80.67382187058756,90.20445193907352,True,0.10285473154086783,0.11189394692986995,0.48000132926944733,0.47606955068689016,0.3599973916222166,0.33225539237734253,in_sample
8869.KL,2010-11-07,91.41731365214623,93.9700228452864,True,0.09524192146593272,0.10235955401857612,0.38624598928245935,0.3815030811159559,0.22222275118531923,0.21550861748532438,in_sample
8869.KL,2010-11-14,96.48598825046793,93.9700228452864,True,-0.05041883686118458,-0.055399448012791994,0.13025408680138761,0.08198137258073923,-0.004201369954211301,-0.025543997650231402,in_sample
8869.KL,2010-12-26,89.21917680445523,97.05937686252207,True,-0.0810836688278291,-0.10480063961237221,-0.11583173063643039,-0.11978792396587286,-0.12741436141827703,-0.1223270080331996,in_sample
8869.KL,2011-10-30,92.11608023397118,76.94963652976408,False,-0.12307949618451566,-0.08915506590077643,-0.11795063717827696,-0.1276212305326767,0.01025220542205164,-0.01730855726905754,in_sample
8869.KL,2012-01-29,82.68732393126004,69.28039443805147,False,-0.05911750807168875,-0.0840172348842892,0.03448283896379914,-0.008208942611810814,0.03448283896379914,-0.012167138045182088,in_sample
8869.KL,2013-05-19,84.74504928622828,89.89514547487518,True,0.22549417525995155,0.22943395042939763,0.18137488300145888,0.1720540810865428,0.12255214740610912,0.11380224340099877,in_sample
8869.KL,2013-06-09,90.79110235427805,81.376440625775,True,-0.12451636194447091,-0.12264659113422154,-0.09338763942272114,-0.09728496035746492,-0.17899119706577035,-0.15195229129934548,in_sample
8869.KL,2013-10-20,84.85422361620212,79.1746335555843,False,0.012767739477162606,0.018168953580228756,-0.034153542136464474,-0.056803151514034686,0.021403419378337285,0.0063888771523622784,in_sample
8869.KL,2014-04-13,91.78215564899817,89.89092215694369,True,0.20833583803149605,0.20074678431195442,0.26389275594995115,0.2584735658087697,0.5490597127999155,0.5316523097119121,in_sample
8869.KL,2014-04-20,95.65795596641264,89.89092215694369,True,-0.03794112422972036,-0.05448465033684553,-0.02729053638777706,-0.04027168789652345,0.19253228052231489,0.17609127637636895,in_sample
8869.KL,2014-07-06,91.76223363292821,97.26406559797333,True,0.31136252643918993,0.3228060796954398,0.5214392445697568,0.5314132213045704,0.34042385079008664,0.3639846751129381,in_sample
8869.KL,2014-08-03,90.05042584054839,96.3640940788298,True,0.16019728633011873,0.15871069795544684,0.022161167308790197,0.03441870819734055,-0.007543527087129383,0.016327576031279947,in_sample
8869.KL,2014-08-10,88.2868182529345,96.3640940788298,True,0.2081245704106598,0.19258544759427215,0.02004400320907381,0.01952768891817496,0.11831884977246959,0.11001389923931969,in_sample
8869.KL,2014-08-17,86.0566936473438,96.3640940788298,True,0.18315640755250123,0.18780694510946336,-0.10180002750933534,-0.07206781989964813,0.13649697482216575,0.15801706318008762,in_sample
8869.KL,2014-08-24,88.12332804262887,96.3640940788298,True,0.1882144362435512,0.1997056789077125,-0.14075355474455378,-0.0965630822822891,0.05664962815792911,0.08722165231114742,in_sample
8869.KL,2014-08-31,95.92746237970375,96.3640940788298,True,-0.1189764194828949,-0.10525269175377193,-0.1445795602124169,-0.11925950921279782,0.011808920047036788,0.04234301552695319,in_sample
8869.KL,2014-09-07,95.59380987375387,38.66618865000296,False,-0.15567977989029272,-0.14088684066425272,-0.07433481847626347,-0.0672113388183107,-0.04074748484596254,-0.015288043764231103,in_sample
8869.KL,2014-11-09,80.88860588979189,68.1358886763476,False,-0.09180931352301701,-0.050793877251405654,-0.23084911080509407,-0.19169752891448072,-0.2012667359996261,-0.1777330399375095,in_sample
8869.KL,2015-11-01,81.57994434770147,30.770809363265567,False,-0.09871147555518245,-0.10884529553504979,-0.1053169939717894,-0.10399626513936,-0.18743644293598746,-0.16312248615493677,in_sample
8869.KL,2016-03-13,94.98699409664134,83.80907830303117,True,0.06692899299999604,0.05404395353836198,0.23228387575320306,0.26009344854525396,0.18461798686475397,0.22003128495478902,in_sample
8869.KL,2016-03-20,92.64860276142262,83.80907830303117,True,0.0474466256070348,0.04065891184049411,0.13868613035668645,0.19000460910142064,0.205017538011256,0.2487850879216168,in_sample
8869.KL,2016-07-10,88.97139020898454,92.84755395355624,True,0.05370829234492423,0.04185087353065424,0.07420453754055048,0.0576345548385578,0.10511796874716861,0.10024730000371178,in_sample
8869.KL,2016-07-17,88.23633391796265,92.84755395355624,True,0.06203515685101859,0.052594974778657766,0.03222323286070489,0.02141052803679848,0.07971004231788621,0.08152017147579642,in_sample
8869.KL,2016-07-24,84.20652891022108,92.84755395355624,True,0.0462290446570212,0.02797174779605513,0.061143791970324074,0.06381665316029268,0.07094736638080129,0.07001222217069324,in_sample
8869.KL,2016-07-31,83.08352038334658,92.84755395355624,True,0.002398409265203595,-0.015644703057410652,0.026552321122698737,0.01582806700415661,0.041044907031102904,0.030931573009616888,in_sample
8869.KL,2017-01-15,86.19146098727508,73.17656894572941,False,0.19786109872681817,0.18205246410424716,0.37151932035765456,0.34456568445051705,0.4468175905540455,0.4054304630783355,out_of_sample
8869.KL,2017-02-05,91.08744020951865,76.19691119321907,False,0.18807286956200742,0.17420351864910802,0.2226227874268628,0.1899345803922062,0.351805804216886,0.3025182342043632,out_of_sample
8869.KL,2017-02-12,88.81597175315797,76.19691119321907,False,0.1449735881859876,0.13400203222091403,0.2078341905349778,0.1826537658158644,0.27069503238988163,0.2331421752975254,out_of_sample
8869.KL,2017-02-19,92.44447383348178,76.19691119321907,False,0.04857934323189884,0.02660807444568593,0.16413712035117245,0.15048705957264255,0.1940967258392009,0.15416539253231631,out_of_sample
8869.KL,2017-02-26,85.94169111883127,76.19691119321907,False,0.0857373392091686,0.05782788291603366,0.15727837218531868,0.12330417718921327,0.14886193852281646,0.10768664796657446,out_of_sample
8869.KL,2017-03-05,97.37516342765684,76.4000980476477,False,0.029080638696507302,0.010519217439604236,0.13781388233807582,0.1028801711377792,0.02519748241637486,-0.012218106482242072,out_of_sample
8869.KL,2017-08-20,90.44152280539424,88.01592322913355,True,0.08963497942223639,0.08394312508081694,0.14558920347193435,0.15735577785955884,0.4459751769864954,0.46508313769296955,out_of_sample
8869.KL,2017-08-27,89.51563795393321,88.01592322913355,True,0.06096749490825268,0.0599105048673082,0.1347248029663061,0.1508453673116357,0.30493289799068474,0.331787303494678,out_of_sample
8869.KL,2017-09-03,84.69858143689258,79.44194709991889,False,0.05013906864823862,0.060053615438220284,0.19498580630471016,0.21022979374850556,0.3259053068196076,0.3574478932939369,out_of_sample
8869.KL,2017-09-10,91.47696651246777,79.44194709991889,False,0.013297900727658612,0.02223100045009765,0.3457444358244204,0.36763890751866835,0.3829785859502846,0.4178344981990208,out_of_sample
8869.KL,2017-10-29,93.61316389256598,91.54953279310683,True,0.10955736865171954,0.126108269405528,0.1736984816853141,0.1656177630033684,0.30930489575969,0.26194304358338244,out_of_sample
8869.KL,2017-11-05,98.88078905336062,92.9854638190571,True,0.027668069162815515,0.0409196459910742,0.06843563394255663,0.03633784531302518,0.13583267560344434,0.07093059065550089,out_of_sample
8869.KL,2018-08-12,91.67772498554025,67.97739713202685,False,-0.016971934114204806,-0.01332804317986312,0.019139169441270497,0.03497745025862478,-0.027002877581333573,0.023879030148314773,out_of_sample
8869.KL,2019-03-24,81.9180110782575,64.97505822663538,False,-0.04660996505620525,-0.019855805853862724,-0.08898293469102571,-0.052202759027729,-0.08851817608040889,-0.071700091574848,out_of_sample
8869.KL,2019-08-04,89.58131633108489,77.85465484528771,False,0.014432715218596051,0.02341990142272082,-0.007746758536853208,0.018452554736976264,-0.009813667477936938,0.02507777897076368,out_of_sample
8869.KL,2020-01-12,85.0935842796756,71.58143377084912,False,0.022267401915775586,0.04549762549070402,-0.046558744634998,0.021529669784004793,-0.34019597358931325,-0.17631504480377275,out_of_sample
8869.KL,2020-01-19,94.12776215881588,71.58143377084912,False,-0.03288187792263582,-0.0007038017288434201,-0.16004547621579812,-0.00272095175767581,-0.2880753827162774,-0.13874053092085,out_of_sample
8869.KL,2020-06-14,84.22858572187593,75.22757941547103,False,0.038908819005780096,0.009271462626038642,0.08219646533937874,0.06142054089376502,0.1276658412439872,0.14717401953318682,out_of_sample
8869.KL,2020-06-21,81.74376107493924,75.22757941547103,False,0.010752578317340136,-0.048341370777025244,0.06881716035919412,0.030781283547467286,0.1226014736129553,0.12420042413514308,out_of_sample
8869.KL,2020-11-15,85.05563324595464,86.96867616285476,True,0.26963518548509785,0.20994429094216754,0.3499918614403884,0.3226280347802539,0.2937420164167309,0.300699308046603,out_of_sample
8869.KL,2020-11-22,86.48008439529117,86.96867616285476,True,0.24000173814950299,0.20314527368871868,0.34474728631801027,0.3238782605827162,0.3170209780369594,0.31346330340460643,out_of_sample
8869.KL,2020-11-29,94.77678895898168,86.96867616285476,True,0.1442784312220259,0.12338997157811109,0.24297247095153007,0.24972168923269858,0.27300998689210854,0.28710556635649775,out_of_sample
8869.KL,2020-12-06,96.94816551286213,88.98063137295162,True,0.07285241554639962,0.06954755663081093,0.021703333749840716,0.055892655824369954,0.23908698022010993,0.2662781361530162,out_of_sample
8869.KL,2020-12-13,84.81353323299642,88.98063137295162,True,0.06329115392669914,0.09379728363798558,0.018987210820265995,0.08188119860106059,0.2151894850495116,0.265326589337103,out_of_sample
8869.KL,2020-12-20,87.74133428967217,88.98063137295162,True,0.0844720978575584,0.0998912414646771,0.06211220316706558,0.09422734250387664,0.25125360403450714,0.2735230574324703,out_of_sample
8869.KL,2021-02-28,92.830797136336,78.68374627752958,False,0.02295060499519226,0.007948200339630543,0.09528034490017677,0.07583489808608233,0.03328316974201116,0.0431579636286773,out_of_sample
8869.KL,2022-02-20,85.80204029391821,84.66390511361088,True,-0.08885830852827407,-0.08150355433883448,-0.06446548483448436,-0.055707156251566026,-0.27682605628447315,-0.24024577939835534,out_of_sample
8869.KL,2023-01-22,85.89263615689028,76.58585500880638,False,0.0,0.015616519250363467,-0.09348029348841985,-0.03442663317297655,-0.02126292687528485,0.022194147955992092,out_of_sample
8869.KL,2024-06-09,89.83630934279648,79.00736181314663,False,0.01484467063942021,0.01907245665442952,-0.1349981610401834,-0.13078893614736445,-0.1537285358452916,-0.19139561706883773,out_of_sample
8869.KL,2024-12-15,80.29319545559069,64.47758895658514,False,-0.07004481940110877,-0.06610389270627583,-0.006458024771398059,0.004631309071842035,0.0034773756567665006,0.041693369732135575,out_of_sample
8869.KL,2025-08-24,82.21351004397714,81.80125056457852,True,0.012498187053073349,0.012022428647868096,0.11019531310725181,0.10411689962475071,0.1421689490579424,0.12451598921558914,out_of_sample
8869.KL,2025-10-05,87.03025794613357,91.74503996816078,True,0.06030152858487054,0.0761480621990374,0.12395312419202346,0.1426619708364301,0.20625408669997938,0.18054254370727466,out_of_sample
8869.KL,2025-10-12,90.30880667310551,91.74503996816078,True,0.032733135475363204,0.03465638720425055,0.10146311065877638,0.10499522991829248,0.15727505014984156,0.12798855930957342,out_of_sample
8869.KL,2025-10-19,90.82793697273964,91.74503996816078,True,0.02880000984799845,0.017295393304455564,0.10246650045604697,0.08340827184495352,0.15542341969438123,0.10604501609341421,out_of_sample
8869.KL,2025-12-21,83.76924040773245,90.78001448465845,True,0.05202322070547546,0.02390630784524109,0.09393071893704096,0.049726376798119094,0.09391928733302064,0.07414021854798698,out_of_sample
8869.KL,2025-12-28,95.94936816676154,90.78001448465845,True,0.0320334402267632,0.006459523780039278,0.07242346491630762,0.027268148255896955,0.08502812003892901,0.05902490855099953,out_of_sample
8869.KL,2026-05-03,85.24359107126844,72.75815509821707,False,0.04287365133654568,0.06549247852810763,-0.10526440020505469,-0.07374326300500603,-0.08667245349977072,-0.07447747332426939,out_of_sample
5183.KL,2013-09-22,86.08326850453221,,False,0.021644866456477712,0.02288804161118527,-0.03318881565979212,-0.026551141057196602,-0.018758700423544022,-0.04013697721476464,in_sample
5183.KL,2015-04-05,80.27894323482069,,False,0.05575535080346498,0.06461325359383743,0.1258996111549653,0.17332345994034404,0.12410066272242648,0.19172055648614883,in_sample
5183.KL,2015-04-12,83.91085283276347,,False,0.03900678263266369,0.05888415303948132,0.10638288170480731,0.160050702946607,0.13652472918697986,0.1962056206111156,in_sample
5183.KL,2015-04-19,90.08184567576596,,False,0.09895798023117482,0.11734504191277131,0.07638850294476185,0.13678852847169293,0.07638850294476185,0.14696808662432348,in_sample
5183.KL,2015-04-26,97.37464627511743,,False,0.006441084489347177,0.04675073982018285,-0.0322060763418145,0.04339332870155383,0.030595859710734256,0.10353231279793197,in_sample
5183.KL,2016-01-03,80.25076718154584,,False,-0.01100400381756574,0.0035955913369242355,-0.06740002825446607,-0.05022431396524863,-0.06361348918513955,-0.07027816427231202,in_sample
5183.KL,2016-01-10,92.53299532422544,,False,-0.07549668429292494,-0.07842256892730645,-0.07549668429292494,-0.09653903152239991,-0.0969968066254743,-0.12893439384104266,in_sample
5183.KL,2017-04-09,82.97281449883383,,False,-0.08097694564872189,-0.09304548702438534,-0.07197958956204947,-0.09220671048926019,-0.08740365208741394,-0.10000617925102356,out_of_sample
5183.KL,2017-08-27,87.50153911437208,,False,0.01671317987745352,0.015656189836509044,0.05013936421010604,0.06625992855543564,0.015320414887665728,0.04217482039165899,out_of_sample
5183.KL,2017-12-31,88.30426860363553,,False,0.036363666104648286,0.004579569016356783,0.05324670916632486,0.017244049287584676,0.0823819710283137,0.04430899176031298,out_of_sample
5183.KL,2018-01-07,98.91511801489663,,False,-0.01595084951554776,-0.044834720323004514,-0.00613492428939033,-0.027092352739763362,0.032619554872197316,0.007597144729316288,out_of_sample
5183.KL,2018-07-22,88.3531404832607,,False,0.045767036887631875,0.02935373636016809,0.09823073850511145,0.0702539881242048,0.0773340978770616,0.0909720201710626,out_of_sample
5183.KL,2018-07-29,87.97255692437854,,False,0.05995478474719041,0.037655842410670784,0.09039799225426766,0.06694026722607262,0.07777301769684972,0.0986871339870477,out_of_sample
5183.KL,2018-08-05,94.7534695494636,,False,0.0629607969004741,0.040731544941773196,0.05172452266728874,0.044387781915687693,0.04385886374902613,0.09836729258669365,out_of_sample
5183.KL,2018-08-12,93.71908118517017,,False,0.038881472614215457,0.04252536354855714,0.03447508468389433,0.05031336550124862,0.04438977631022711,0.09527168403987546,out_of_sample
5183.KL,2019-03-03,91.19563851211144,66.46230429147742,False,0.007508847274345546,0.04109971521266528,0.0009095021684792309,0.03758722537729859,-0.037586819999269244,0.0226451133060531,out_of_sample
5183.KL,2019-03-10,89.08743656191889,66.46230429147742,False,-0.016216234371544378,0.00645771364128336,-0.03243259792523144,-0.007073960526082598,-0.10054052392143245,-0.08319424484235372,out_of_sample
5183.KL,2019-09-22,89.4372001290438,72.21749077182311,False,-0.040312089352845124,-0.023872972780555522,-0.03250977907445889,-0.030844562177875734,-0.06371924955977822,-0.0472863992343575,out_of_sample
5183.KL,2020-05-31,89.86227593708487,82.93623689768604,True,0.007936553177967971,-0.002170363264209189,-0.006349077046194765,-0.0853309099676694,-0.0238094756492599,-0.09431346011706068,out_of_sample
5183.KL,2020-06-07,93.48847102873253,40.70560580029602,False,-0.002985057336218451,-0.0006205641088608892,-0.07761183655462414,-0.10808098209849248,-0.1850745922843772,-0.16507883560301317,out_of_sample
5183.KL,2020-06-14,91.39503373200647,40.70560580029602,False,-0.08296944851446464,-0.11260680489420609,-0.1310044367670064,-0.15178036121262012,-0.19213978438233056,-0.17263160609313094,out_of_sample
5183.KL,2020-12-06,96.89567709561554,94.50914834834511,True,0.005412471731154394,0.002107612815565695,-0.09201644690467063,-0.057827124830141394,0.005412471731154394,0.03260362766406069,out_of_sample
5183.KL,2020-12-13,96.70194616857513,94.50914834834511,True,-0.04182519768527313,-0.011319067973986695,-0.06844116643714424,-0.005547178656349641,-0.008872038085712351,0.041265066201879044,out_of_sample
5183.KL,2023-07-23,80.03042451247784,75.60462363286716,False,0.04615398779736301,0.023112258045375974,0.15592060717630157,0.12372438134519026,0.14347461341853135,0.12181238388226934,out_of_sample
5183.KL,2023-07-30,91.19012481861762,75.60462363286716,False,0.007299267370899979,0.011339661379384091,0.08504884021246348,0.08513157549650348,0.06290501201700074,0.06932410856621557,out_of_sample
5183.KL,2023-09-10,87.7089377213921,72.21191412231435,False,-0.00976300662860705,0.01640280495714505,0.002789420472873185,0.006239640500644088,0.00418416568286068,0.0032012770894862632,out_of_sample
5183.KL,2023-09-17,93.39228724849018,72.21191412231435,False,-0.010767170063845002,-0.0005617497849949582,-0.03230151019153501,-0.02280891901257759,-0.04979810248329018,-0.03810536261420643,out_of_sample
5183.KL,2025-12-21,80.22724667963092,75.16735283613274,False,-0.07584270290799383,-0.1039596157682282,-0.06741569076173587,-0.11162003290065772,0.3494750592966684,0.32969599051163473,out_of_sample
5183.KL,2025-12-28,82.77774334954762,75.16735283613274,False,-0.07397260382571856,-0.09954652027244248,-0.054794528692889186,-0.09994984535329984,0.5184794425632198,0.49247623107529026,out_of_sample
5183.KL,2026-03-15,85.23557231151888,86.89115720024154,True,0.2252631940339741,0.2297014417312653,0.13052629169664884,0.10155958850625098,0.14315785859760485,0.14634820615794822,out_of_sample
5183.KL,2026-03-22,91.15614031644554,86.89115720024154,True,0.016423385451576535,0.031242849846439893,0.020073016994806913,0.00873466816872393,-0.02554742080261265,-0.003998201645140517,out_of_sample
5183.KL,2026-03-29,90.7173684036981,86.89115720024154,True,-0.05172416911538982,-0.05621425249297942,-0.017241444513996895,-0.017253133727183838,-0.22586213388567516,-0.22550012465533073,out_of_sample
5183.KL,2026-04-05,84.9204186998396,50.54635988498084,False,0.003389827220887213,-0.01225158801429415,-0.11694916035039286,-0.10961795792577624,-0.3186440820428221,-0.3022713248823237,out_of_sample
5211.KL,2014-09-28,91.88678717273307,,False,-0.03142822569632275,-0.01967054319241756,-0.06285732238905606,-0.045813043596778145,-0.05428584671271956,0.013364253676101404,in_sample
5211.KL,2016-09-25,87.59195821504197,,False,-0.031399450528852096,-0.03079501257798003,-0.031399450528852096,-0.003158741917766352,-0.031399450528852096,-0.011531018422195172,out_of_sample
5211.KL,2017-04-16,82.90693548532333,,False,0.08206674231884284,0.05613937986382611,0.08510686301688097,0.05165778200502436,0.18541087508668477,0.1686920820030552,out_of_sample
5211.KL,2017-04-23,95.94669943563333,,False,0.05882325290368812,0.05185877004233032,0.17647028100409792,0.15639112107972375,0.16470563042336028,0.16530359107307283,out_of_sample
5211.KL,2017-04-30,93.23896255056589,,False,0.03746388403259974,0.035065780973958544,0.12680149961162765,0.12035947151265905,0.18731972721716908,0.19235350668116605,out_of_sample
5211.KL,2017-05-07,89.50423207238113,,False,0.025714034928387218,0.017652743407105834,0.11999967528299847,0.11947205707719953,0.21714262230288284,0.2146805655932399,out_of_sample
5211.KL,2017-05-14,94.23098586984939,,False,0.0028095500759252926,-0.004522078684653449,0.09550624626571368,0.10448209553963428,0.21910120934759517,0.21985574983985912,out_of_sample
5211.KL,2017-05-21,90.36331698155982,,False,0.1111111111111111,0.09808713927672214,0.10000004932768827,0.10751018860249283,0.1472224318648974,0.1479689586239537,out_of_sample
5211.KL,2017-07-30,92.24424062463048,,False,0.02816896711508445,0.026986175197003116,0.03521129226458066,0.03297026010627693,-0.08083925640649832,-0.06588241670602749,out_of_sample
5211.KL,2017-08-06,90.36259306960339,,False,0.0,0.0007720326478387832,-0.010752817522482036,-7.389243847197996e-05,-0.07591007332567531,-0.05990582209003097,out_of_sample
5211.KL,2019-02-03,82.92758852786534,,False,0.01851870544020618,0.008284269363086672,0.04953164016520493,0.07323185561709486,0.07264664168723936,0.09946530463257415,out_of_sample
5211.KL,2019-04-07,82.1795582574129,,False,0.0,0.002746974135051854,0.0059521984836845366,0.0005009277200367307,0.0,-0.018467389775302184,out_of_sample
5211.KL,2019-04-14,85.04892363805389,,False,-0.017647342390635014,-0.005440011941904176,-0.011764757351724848,-0.023518078534712897,-0.005882585038910165,-0.03800192470291335,out_of_sample
5211.KL,2019-04-21,84.07083268648374,,False,-0.011696040804104241,-0.001394412951539253,-0.017543815018636805,-0.027753028642029404,-0.023391999545701963,-0.05260159373811486,out_of_sample
5211.KL,2019-09-29,81.02216051673453,,False,0.01601212337923846,0.024938111308137244,0.07011921279137671,0.06210227549136573,0.08214301955938237,0.06570505396182819,out_of_sample
5211.KL,2019-10-06,89.06581552876507,,False,0.0,-0.022899536402879117,0.04142014033448591,0.03880729796463843,0.0710059664011315,0.03701934541421045,out_of_sample
5211.KL,2020-12-13,95.06649982750655,87.89813360111008,True,-0.05095530400264348,-0.020449174291357047,-0.05095530400264348,0.011938683778151112,-0.01910835484698808,0.031028749440603316,out_of_sample
5211.KL,2020-12-20,84.28376105884281,87.89813360111008,True,-0.050632885958968275,-0.035213742351849577,-0.05696191298544321,-0.02484677364863215,0.06962021819358137,0.09188967159154453,out_of_sample
5211.KL,2021-03-14,94.75962790560679,81.90874285814309,True,-0.011834313969045756,-0.009705228853088436,-0.0388565454166062,-0.02137795035288022,-0.06273595250495327,-0.03968698173401291,out_of_sample
5211.KL,2021-06-27,87.28477577429726,81.41528421482896,True,-0.017143074193380906,0.006092532505865913,0.02285705766374201,0.04956126812983398,0.0,0.0071617534113715695,out_of_sample
5211.KL,2022-04-17,80.9623976507739,80.85168609518088,True,-0.055248579348757425,-0.027180804248639657,-0.03314929036675258,0.026674158201561424,-0.11602223076863778,-0.013304205268471467,out_of_sample
5211.KL,2023-07-30,91.03308310848233,91.30988872559038,True,0.09826591889342066,0.10230631290190478,0.18520346996610487,0.18528620525014486,0.09178843236398206,0.09820752891319688,out_of_sample
5211.KL,2023-08-06,93.75961928244764,94.88846952617378,True,0.09497216132047373,0.08236493242923483,0.11161957940054176,0.12617796023161423,0.043906652502607994,0.046196933231984066,out_of_sample
5211.KL,2023-08-13,91.89073352222381,94.88846952617378,True,0.06557371681621171,0.06709042256985027,0.08732177718720711,0.11496460868961705,0.03212778700165484,0.03708947981449687,out_of_sample
5211.KL,2023-08-20,98.800951951677,94.88846952617378,True,0.05729171610536166,0.04834340460164267,0.02057167666969941,0.021920106724511987,0.004789674950955731,0.005418897289040928,out_of_sample
5211.KL,2024-01-14,92.4390176977953,93.7681718091341,True,0.15744676151504267,0.14067852825990565,0.23404265389633713,0.19873127873115515,0.4852987471410593,0.43964003041167116,out_of_sample
5211.KL,2024-01-21,91.90407507201338,93.7681718091341,True,0.13114752769822835,0.0994057313312896,0.23770484330253444,0.1929919110206498,0.4388060865698161,0.39529737463553505,out_of_sample
5211.KL,2024-01-28,96.7664029745027,93.7681718091341,True,0.10894930182836957,0.08051504311043362,0.37389924419440607,0.34992628787205576,0.3109124632183748,0.2835006166897705,out_of_sample
5211.KL,2024-02-04,91.99325903406164,88.64764803999174,True,0.05660360111715388,0.04246648728351346,0.3362409131911219,0.32338963544835303,0.32478740898966935,0.28616097331041024,out_of_sample
5211.KL,2024-02-11,91.17539799378473,88.64764803999174,True,0.06617660088403038,0.047939266845102003,0.2832544843763475,0.25484045399131117,0.32045042457212236,0.26932898209735645,out_of_sample
5211.KL,2024-02-18,86.05995471561937,88.64764803999174,True,0.09420284533631042,0.081630769686549,0.27198800451577,0.26058310107115135,0.28298502928748737,0.23921730539189112,out_of_sample
5211.KL,2024-02-25,93.67342408030697,88.64764803999174,True,0.23891979726142828,0.24325775309843745,0.182121185393255,0.18311532982267748,0.2602193851218488,0.21663951642046414,out_of_sample
