ticker,date,resonance,red_ratio,ret_5d,exc_5d,ret_10d,exc_10d,ret_20d,exc_20d,ret_60d,exc_60d,month,year
6459.KL,2007-04-30,85.0,0.611,-0.0176210915470894,-0.039243300524448,-0.0088109112935229,-0.0316205419833982,-0.0044053512124819,-0.0172093245238358,0.2224671554190946,0.1789958145465289,4,2007
5263.KL,2025-04-29,85.0,0.611,0.0602678740689397,0.0376096061727959,0.1093749953353315,0.0714616440222759,0.301339250929187,0.2990827109421321,0.1887843996531457,0.1796656938580842,4,2025
5681.KL,2007-06-12,100.0,1.0,0.0193552558162153,0.0074411577614288,0.0258061949665313,0.0210949435981995,0.0258061949665313,0.0178169584142691,0.1350409878751242,0.1810874565629459,6,2007
0099.KL,2016-01-08,85.0,1.0,-0.0250002040046937,-0.0074689772503651,-0.0350001332830666,-0.0154539042542937,0.0499997551943676,0.047073870559986,0.2206140486880321,0.1841338324504955,1,2016
8869.KL,2022-11-07,60.0,0.667,0.0727271109523228,0.057554999784809,0.0727271109523228,0.0733026220453647,0.0909090597985236,0.0737398853543311,0.1998378579453541,0.1842219455334193,11,2022
5681.KL,2006-10-20,85.0,1.0,0.0279068681524143,0.0169692340405944,0.0372092644377928,0.0179790669859243,0.0837203478942658,0.0208111714652716,0.3423939403929801,0.1857134365810175,10,2006
5681.KL,2007-05-15,100.0,1.0,0.0135136357752918,-0.002391597541697,-0.0067561977049153,-0.0044532665392059,0.0472973968814878,0.0365404094872587,0.1472589601447229,0.1888383165953923,5,2007
5681.KL,2010-05-18,85.0,1.0,-0.0077605040806534,0.0524122831707415,0.0088693232471825,0.0495784225541046,0.0133036773495112,0.0372104319579711,0.2065379430497274,0.1894423917419203,5,2010
7233.KL,2020-11-25,60.0,0.889,0.0125000264879555,0.0117864380105106,0.0,-0.0306401398294158,-0.015624927158122,-0.0468722170080727,0.1687501456837559,0.1938067364821398,11,2020
5681.KL,2010-12-09,100.0,1.0,-0.0084034765137993,0.0072214332147217,-0.0033613475527172,0.0011151549017041,0.0084031177404453,-0.0225442722021724,0.1932766591025285,0.1961557977088075,12,2010
5681.KL,2011-06-06,85.0,1.0,-0.0233410556758693,-0.0193079080818728,-0.0208841024468304,-0.0254261712623227,-0.0049138015586998,-0.0243772266700887,0.1310442890418437,0.1986090667857772,6,2011
5263.KL,2026-03-24,85.0,0.778,-0.0124030895289158,-0.0016350329797775,-0.0279069323509839,-0.0092384100121226,0.0899225327081787,0.0860776707898782,0.200980873126741,0.1990671933164916,3,2026
7103.KL,2015-10-08,60.0,0.611,0.0380431231356301,0.023494017930812,0.0652176458449818,0.0541491533030149,0.0760877570930882,0.0799289107318758,0.1792204839237856,0.2011268468588459,10,2015
5681.KL,2008-10-03,60.0,0.833,-0.0510950931893368,0.0302366678498949,-0.036496588591655,0.0731424695375019,-0.0218978659290062,0.0935246138704704,0.0849815895017127,0.205312095439148,10,2008
0099.KL,2014-12-01,85.0,0.667,-0.0562501067052253,-0.0352015295488697,-0.2124999938013562,-0.1669726216653512,-0.0687497604666934,-0.0623165060391245,0.2308770953452719,0.2067075485404061,12,2014
5681.KL,2007-03-16,85.0,1.0,0.0263155950413411,-0.0188967848011756,0.0789469745709217,0.0242438392161898,0.2017546003390342,0.0951736451671951,0.3596489283746744,0.2087607434225515,3,2007
7233.KL,2018-10-02,100.0,0.611,-0.0074347944341657,0.0059122565205067,-0.0148706471788818,0.0192255393246487,-0.1115239517250827,-0.049120881077862,0.1542749762714563,0.21326898493854,10,2018
0225.KL,2026-04-09,60.0,1.0,0.1052631712085412,0.1032053557592451,0.0421052558353023,0.0210762438661511,0.0684209853968669,0.0317594966898042,0.2210526089454798,0.2230155184616854,4,2026
5031.KL,2025-01-22,60.0,0.944,-0.0210526780537052,-0.0016043823406503,-0.0105264273288927,-0.0124851030159591,0.0505261918567858,0.0527620204995328,0.1739134581139272,0.2251038012285175,1,2025
4863.KL,2014-08-27,85.0,0.944,0.0111642369086011,0.0128572927717516,0.0191387079547908,0.022487397598399,0.0553442365589822,0.0723706974267951,0.213969534651472,0.2320320786867995,8,2014
8869.KL,2021-11-29,60.0,0.722,0.0325046398158477,0.0408458461379324,0.0152371678449687,0.034865456105694,0.0956893016271416,0.0762793640526493,0.2929901583658543,0.2392686973945039,11,2021
5263.KL,2026-02-23,85.0,0.778,0.1014263451832866,0.134287936426121,0.0412044552027466,0.0888784545966933,0.0360003638837469,0.0639983907384105,0.2207136076700364,0.2436319796140429,2,2026
5263.KL,2026-01-21,60.0,0.778,0.0456140516800807,0.0159038671344431,0.0298245116264244,0.01504563234236,0.1070174682722246,0.0764338041578225,0.25,0.2444191339399266,1,2026
7103.KL,2025-07-02,85.0,0.944,0.0,0.0135271809829187,0.0253164138238324,0.0502871996611843,0.0126582453760701,0.0292430703903229,0.2848100593917309,0.2450283230467926,7,2025
5681.KL,2007-02-14,100.0,1.0,0.0810812756482028,0.0507113809677044,0.0090095278546669,0.074004197249861,0.0270272215941487,0.077956914547588,0.333333268477626,0.2526839960103688,2,2007
5681.KL,2011-02-09,85.0,1.0,0.0111461312382985,0.0290553988219608,0.0445856806831097,0.0746624042616732,0.1305724622601494,0.1430457953630219,0.2468150293021722,0.260206311605922,2,2011
7233.KL,2021-03-24,60.0,1.0,0.0614526041219183,0.0794818191795013,0.1005587172051774,0.1016883094207116,0.1620111697982378,0.1656432643256347,0.2563740235290981,0.2798637976647425,3,2021
7103.KL,2025-09-30,100.0,1.0,0.0344828081726107,0.0232226496253979,0.0394088637506029,0.0396694563158311,0.3842364664748063,0.384447379085722,0.325123200786521,0.2839104222237847,9,2025
7103.KL,2014-05-29,60.0,0.667,0.0277766602390505,0.0318371493828378,0.0333333836499221,0.0347987842143172,0.0777764731926013,0.0706626325532215,0.2777766438314673,0.285663189251762,5,2014
0099.KL,2014-12-30,60.0,0.667,0.0067111076625343,0.0393401120249471,0.06711381520092,0.0811615429995166,0.1879190020630603,0.1714770978896709,0.3488593832727804,0.3126645740196097,12,2014
8869.KL,2017-08-25,100.0,0.833,0.0184153761470007,0.0161600868671318,0.0666412154220161,0.0605762356844994,0.0609674154410859,0.0599104254001414,0.3049332496543147,0.3317876551583079,8,2017
5263.KL,2025-03-27,85.0,0.611,-0.1358575324080815,-0.0759967933395082,-0.046770606378266,-0.0110416723761834,-0.0044545250258137,0.0047528322754493,0.3299105639657926,0.3348397809410007,3,2025
8869.KL,2017-09-22,100.0,0.889,0.0080216059392612,0.0167509867927829,0.0187167040098994,0.0226917914767116,0.0695189140214249,0.0866783310747651,0.3355734566495403,0.3457200893495835,9,2017
7233.KL,2020-07-01,85.0,0.722,0.1795919768741116,0.133984095466968,0.2816328702999984,0.234664702500821,0.4204083120217108,0.3563644230373948,0.3682516158165574,0.3752047459865988,7,2020
5681.KL,2011-01-06,85.0,1.0,0.0233331464283161,0.0212991471255405,0.0100000825418096,0.0233514865290335,0.0466670755806888,0.0672617368715098,0.3750002490485633,0.3791063856274953,1,2011
8869.KL,2017-10-20,100.0,0.944,0.072500306771164,0.069352068818739,0.2649997897652163,0.2648389134874194,0.1499998448817137,0.1609095567525806,0.429305039053834,0.3803233318928409,10,2017
7233.KL,2020-06-02,85.0,0.667,0.0714286919427815,0.0266051003878979,-0.0244898051004024,-0.0368464603855308,0.0122950685986968,0.0078245789313049,0.3933682958447102,0.3817478564890502,6,2020
8869.KL,2017-06-01,60.0,0.722,0.0410959231075929,0.0283570916540227,0.0489236636262293,0.0329291576246286,0.0489236636262293,0.0486060098222107,0.3855187890056095,0.3820816474522754,6,2017
8869.KL,2017-06-30,85.0,0.722,0.0,0.0021205725227427,0.0074629375987134,0.0123788480180556,0.0335822298345751,0.0316488114374768,0.4014273293582182,0.3972485459500128,6,2017
7233.KL,2019-11-01,100.0,0.611,-0.0199998254686282,-0.0302864027214615,-0.0599998438403515,-0.0608847988467751,0.0166669192778625,0.0364994573826031,0.396666910092001,0.4235726527689045,11,2019
8869.KL,2017-07-28,85.0,0.778,0.0252708389848856,0.0210548026834944,0.1732852607576045,0.1733531666363262,0.2779783673409219,0.2767955754228406,0.4501536424586545,0.4651104821591253,7,2017
7233.KL,2020-03-30,60.0,0.667,0.0032466945666294,-0.0063929542175864,0.0032466945666294,-0.0171840623973575,0.0974026264521636,0.0663388515852108,0.6104693038078313,0.4708404071833481,3,2020
7103.KL,2025-08-27,85.0,1.0,0.0685714543691013,0.0747179044547745,0.1257143214341403,0.1180186897924913,0.1599999444357818,0.1449046492445098,0.6000000000000001,0.5769571543521264,8,2025
7233.KL,2019-11-29,85.0,0.611,0.0524587865124357,0.0481687310526472,0.0655736638459754,0.0595419018342344,0.0721311025127451,0.0375990715420557,0.5606557655513287,0.6032685239133256,11,2019
7103.KL,2025-07-30,85.0,0.944,0.0124999411258053,0.001361875879003,0.006250008546254,-0.0344846425432425,0.0937499762604052,0.0521559886056413,0.7562498945961997,0.6991557397503487,7,2025
7233.KL,2018-08-29,100.0,0.611,0.1084908637191917,0.1206130120746076,0.0754723043008995,0.0906867744978189,0.281334423875488,0.2936872174279893,0.7862471313028541,0.85451985288869,8,2018
7233.KL,2020-04-27,60.0,0.667,0.1893490280001317,0.1751973857359152,0.3313609824456585,0.3115895943270936,0.4497039924573762,0.3493289240013024,1.0844892569465483,0.9084076287080872,4,2020
7233.KL,2018-07-31,85.0,0.611,0.2656239445090109,0.2617904201596694,0.5234368021881823,0.5237002017695891,0.6562484289111108,0.6358532966995722,0.8855310898083215,0.9406299036481702,7,2018
