symbol,close,tier,w_score,m_score,resonance,red_ratio,red_streak,sweet_spot,vwap_score,base_trend,dv_daily%,dv_weekly%,dv_monthly%,ad_w_up,ad_m_up,vol_ratio,rel_20d%,turnover_20d,risks,scan_time
5026.KL,1.87,Tier 1,100.0,100.0,85.0,0.6111111111111112,11,True,11.1,9.1,2.26,7.71,18.22,1,1,0.4,4.68,284771.0,,2026-07-24 22:56:28
7103.KL,2.89,Tier 2,85.0,100.0,85.0,1.0,18,False,6.64,7.64,-0.8,6.11,10.08,1,1,0.32,-5.02,1488768.0,弱于板块,2026-07-24 22:56:28
8907.KL,1.92,Tier 1,100.0,100.0,85.0,0.6111111111111112,3,True,11.93,10.93,4.82,10.11,25.99,1,1,0.71,1.99,13872368.0,,2026-07-24 22:56:28
7115.KL,0.955,Tier 3,85.0,85.0,85.0,0.0,0,False,8.42,8.42,2.67,5.3,11.17,1,1,3.76,-1.99,241169.0,,2026-07-24 22:56:28
5053.KL,1.97,Tier 1,100.0,100.0,85.0,1.0,18,False,7.32,6.32,0.72,1.51,11.51,1,1,1.55,-3.13,1286310.0,弱于板块,2026-07-24 22:56:28
6262.KL,2.19,Tier 1,100.0,100.0,85.0,0.9444444444444444,15,False,10.47,8.47,2.9,5.18,11.64,1,1,1.2,3.74,265165.0,,2026-07-24 22:56:28
